Overall Qual,Gr Liv Area,Garage Area,Garage Cars,Total Bsmt SF,1st Flr SF,Year Built,Year Remod/Add,Full Bath,Garage Yr Blt,Mas Vnr Area,TotRms AbvGrd,Id,SalePrice
3,1344,0.0,0.0,536.0,808,1915,1950,2,1915.0,0.0,8,1370,82375
6,2119,583.0,2.0,689.0,1378,1972,1972,2,1972.0,333.0,7,392,158000
5,1285,240.0,1.0,672.0,1072,1948,2001,1,1948.0,0.0,6,1351,127000
7,1433,528.0,2.0,1433.0,1433,1987,1987,1,1987.0,177.0,4,246,270000
8,2132,612.0,2.0,1496.0,1496,1983,2009,1,1983.0,0.0,5,802,316600
6,1357,312.0,1.0,1019.0,1357,1959,2006,1,1959.0,84.0,5,1404,177000
7,2196,701.0,3.0,2158.0,2196,1990,1991,2,1990.0,234.0,7,803,271900
5,1304,336.0,1.0,264.0,616,1976,1976,1,1976.0,0.0,4,1595,115000
8,2358,0.0,0.0,684.0,938,1872,1987,2,1872.0,0.0,8,1319,122000
8,2726,691.0,2.0,279.0,2726,1986,1986,2,1986.0,0.0,6,2231,315000
7,1797,639.0,2.0,939.0,939,2006,2006,2,2006.0,0.0,8,2162,213500
5,1040,625.0,2.0,0.0,1040,1950,1950,1,1950.0,0.0,5,2622,109500
5,789,250.0,1.0,789.0,789,1948,1950,1,1948.0,0.0,5,1300,115000
7,1143,588.0,2.0,1143.0,1143,2004,2004,1,2004.0,0.0,5,2505,176400
6,1489,462.0,2.0,1489.0,1489,1968,1968,2,1968.0,0.0,7,582,185750
8,1852,660.0,3.0,1004.0,1004,1999,2000,2,1999.0,320.0,7,1458,230000
4,960,0.0,0.0,960.0,960,1958,1958,1,1958.0,0.0,5,281,90000
10,5642,1418.0,2.0,6110.0,4692,2008,2008,2,2008.0,796.0,12,1499,160000
5,768,624.0,2.0,768.0,768,1970,1970,1,1987.0,0.0,5,2298,129500
6,1124,353.0,1.0,1124.0,1124,1956,1994,1,1956.0,0.0,6,2580,153000
6,1224,528.0,2.0,612.0,612,2009,2009,2,2009.0,76.0,4,568,173733
6,1100,0.0,0.0,1100.0,1100,2006,2007,1,2006.0,0.0,6,1807,146000
6,1556,470.0,2.0,782.0,1019,1949,1950,2,1949.0,340.0,6,129,172500
6,1356,528.0,2.0,1244.0,1356,1977,1977,2,1977.0,0.0,6,2294,188000
6,1262,460.0,2.0,1262.0,1262,1976,1976,2,1976.0,0.0,6,1860,181500
7,1661,550.0,2.0,799.0,827,1996,1996,2,1996.0,0.0,6,839,212000
7,1857,482.0,2.0,945.0,945,1978,1978,2,1978.0,68.0,8,2349,188900
3,666,0.0,0.0,666.0,666,1946,1950,1,1946.0,0.0,4,1903,64500
6,1981,522.0,2.0,1117.0,1117,1978,1992,2,1978.0,288.0,8,234,230000
5,1351,576.0,2.0,901.0,901,1925,1950,1,1975.0,0.0,7,2172,122000
5,1005,319.0,1.0,1005.0,1005,1956,1956,1,1956.0,0.0,6,2588,133500
6,2792,520.0,2.0,1510.0,1584,1920,1950,2,1920.0,0.0,8,1289,256000
5,1475,336.0,1.0,550.0,925,1976,1976,2,1976.0,0.0,6,1596,129500
8,1978,850.0,3.0,1978.0,1978,2003,2003,2,2003.0,320.0,8,264,318000
8,1606,871.0,3.0,1598.0,1606,2006,2006,2,2006.0,383.0,6,451,255900
6,1158,0.0,0.0,1158.0,1158,2004,2004,1,2004.0,0.0,5,536,143500
8,1822,678.0,3.0,1822.0,1822,2005,2006,2,2005.0,240.0,8,43,259000
6,2259,450.0,2.0,1809.0,2259,1953,1953,2,1953.0,184.0,7,2223,217000
6,1635,440.0,2.0,1065.0,915,1923,1950,1,1950.0,0.0,6,2009,210000
5,1002,902.0,2.0,1002.0,1002,1970,1970,1,1973.0,76.0,5,394,148500
6,1412,432.0,2.0,616.0,616,2006,2007,2,2007.0,0.0,6,1738,156932
5,1728,576.0,2.0,1728.0,1728,1965,1965,2,1987.0,0.0,10,1196,145000
7,1290,662.0,2.0,1282.0,1290,2007,2007,2,2007.0,0.0,6,828,200000
10,2046,878.0,3.0,1994.0,2046,2005,2006,2,2005.0,400.0,7,1694,450000
6,1471,440.0,2.0,729.0,742,1999,1999,2,1999.0,894.0,6,571,172500
6,2614,624.0,2.0,1522.0,1548,1974,1997,2,1974.0,0.0,9,1192,240000
8,2466,610.0,2.0,1580.0,1580,2004,2005,3,2004.0,0.0,8,1806,340000
8,1466,610.0,3.0,1466.0,1466,2007,2007,2,2007.0,0.0,7,962,201000
5,969,440.0,2.0,969.0,969,1975,1975,1,1975.0,0.0,5,2142,122000
7,1664,663.0,2.0,1529.0,1664,1978,1985,2,1978.0,67.0,7,1648,213000
6,1691,550.0,2.0,1680.0,1691,1967,1967,1,1967.0,0.0,5,618,175000
7,1208,628.0,2.0,1208.0,1208,2007,2007,2,2007.0,108.0,6,2108,195400
5,1052,668.0,1.0,1052.0,1052,1967,1967,1,1984.0,172.0,6,772,113500
6,1577,312.0,1.0,972.0,972,1939,1950,1,1939.0,0.0,6,2672,140200
5,909,294.0,1.0,882.0,909,1968,1968,1,1968.0,90.0,5,2492,116000
9,1838,682.0,3.0,1838.0,1838,2005,2006,2,2005.0,382.0,9,2903,359900
6,1388,317.0,1.0,675.0,686,1977,1977,1,1977.0,62.0,6,2783,157500
5,1867,303.0,1.0,1617.0,1867,1955,1993,1,1955.0,0.0,7,786,190000
5,1301,440.0,2.0,1145.0,1301,1924,1950,1,1965.0,0.0,5,740,100000
6,1251,461.0,1.0,1251.0,1251,1964,1964,1,1964.0,425.0,6,2546,160000
7,1444,577.0,2.0,1431.0,1444,2002,2001,2,2002.0,68.0,6,851,203000
8,2810,750.0,2.0,1453.0,1453,1990,1990,2,1990.0,336.0,9,1833,302000
6,923,264.0,1.0,923.0,923,1980,1980,2,1980.0,0.0,5,76,143000
8,2452,683.0,2.0,1028.0,1210,1998,1999,2,1998.0,0.0,9,2151,267000
4,1224,530.0,3.0,0.0,1224,1964,1964,2,1964.0,0.0,8,1880,103000
6,1337,405.0,2.0,1237.0,1337,1998,1998,2,1998.0,443.0,5,2907,153500
5,1701,611.0,2.0,1390.0,1701,1975,1981,2,1975.0,0.0,6,1831,171000
4,1669,288.0,1.0,1093.0,1093,1924,1950,1,1924.0,0.0,9,2836,107000
6,952,288.0,1.0,952.0,952,1968,1968,1,1968.0,86.0,5,1955,128500
5,922,308.0,1.0,922.0,922,1957,1957,1,1957.0,0.0,5,1926,116000
5,1126,484.0,2.0,1126.0,1126,1977,1977,2,1977.0,0.0,5,2924,160000
8,1280,506.0,2.0,1280.0,1280,1992,1992,2,1992.0,0.0,5,1003,180000
5,914,368.0,1.0,914.0,914,1970,2002,1,1970.0,32.0,5,1667,133000
7,1368,784.0,4.0,1288.0,1368,1997,1997,2,1997.0,200.0,8,2905,215000
6,1494,213.0,1.0,771.0,753,1942,1950,1,1942.0,0.0,7,921,177500
8,1534,484.0,2.0,1524.0,1534,2006,2006,2,2006.0,248.0,7,1780,215000
5,1582,250.0,1.0,952.0,994,1938,1950,2,1938.0,0.0,6,746,150000
7,3222,594.0,3.0,1673.0,1699,1990,1990,3,1990.0,0.0,11,254,320000
6,1516,472.0,2.0,1516.0,1516,1964,1964,1,1964.0,180.0,6,606,167000
5,1032,260.0,1.0,0.0,1032,1935,1950,1,1939.0,0.0,6,2703,125000
3,1588,0.0,0.0,448.0,1588,1949,1992,2,1949.0,0.0,6,1306,65000
7,1316,440.0,2.0,1316.0,1316,2007,2007,2,2007.0,0.0,6,2102,200141
5,2168,576.0,2.0,760.0,928,1900,1993,2,1998.0,0.0,11,941,123000
5,1422,288.0,1.0,806.0,1081,1951,1951,1,1951.0,41.0,7,2699,137500
4,990,0.0,0.0,990.0,990,1994,1995,1,1994.0,0.0,5,2127,123600
6,1324,440.0,2.0,1088.0,1324,1965,1965,2,1965.0,101.0,6,2607,160000
6,1690,463.0,2.0,924.0,948,2000,2000,2,2000.0,0.0,7,1754,181000
5,825,720.0,2.0,825.0,825,1955,1995,1,1963.0,0.0,4,1367,125000
6,1556,441.0,2.0,727.0,829,1968,1968,1,1968.0,0.0,8,580,154000
6,1797,616.0,2.0,1152.0,1152,1993,1994,2,1993.0,0.0,7,341,231000
5,1056,304.0,1.0,1056.0,1056,1968,1968,1,1968.0,0.0,6,26,142000
10,3608,840.0,3.0,1107.0,1518,1892,1993,2,1993.0,0.0,12,2667,475000
8,1778,495.0,2.0,1573.0,1778,2005,2006,2,2005.0,473.0,5,2884,375000
4,864,0.0,0.0,864.0,864,1971,1971,1,1971.0,0.0,5,28,115000
7,1221,400.0,2.0,1221.0,1221,2004,2005,2,2004.0,0.0,6,531,185000
6,865,216.0,1.0,660.0,740,1920,1995,1,1920.0,0.0,4,2189,108500
7,1223,480.0,2.0,600.0,520,2005,2005,2,2005.0,0.0,4,2508,147400
7,1452,506.0,2.0,691.0,713,1999,1999,2,1999.0,218.0,6,573,156000
5,1308,400.0,2.0,880.0,880,1915,1978,2,1950.0,0.0,6,1363,120000
7,1374,400.0,2.0,384.0,744,2004,2004,2,2004.0,0.0,7,487,167000
7,1504,437.0,2.0,1346.0,1504,2005,2006,2,2005.0,14.0,7,1083,191000
6,1384,390.0,2.0,384.0,754,1997,1997,2,1997.0,0.0,7,1620,161500
5,1411,310.0,1.0,1204.0,1411,1955,1975,1,1955.0,0.0,7,1929,130000
5,970,624.0,2.0,970.0,970,1963,1963,1,1996.0,0.0,5,1820,132500
5,904,912.0,3.0,864.0,904,1970,1970,1,1979.0,0.0,5,1398,144000
5,2233,579.0,2.0,0.0,1100,1979,1979,2,1979.0,0.0,11,2177,141000
4,875,728.0,2.0,385.0,875,1972,2006,1,1975.0,0.0,5,2144,117000
6,754,0.0,0.0,520.0,520,1935,1982,1,1935.0,0.0,5,2697,84500
4,1663,529.0,2.0,1364.0,1663,1954,1994,1,1954.0,0.0,6,1403,256000
5,925,429.0,1.0,925.0,925,1965,1965,1,1965.0,0.0,5,596,117500
5,1308,256.0,1.0,728.0,976,1940,1950,1,1940.0,0.0,7,922,160000
5,1375,323.0,1.0,1240.0,1375,1956,1998,1,1956.0,0.0,6,2065,187000
8,2385,818.0,3.0,1317.0,1217,2003,2003,2,2003.0,280.0,7,1710,350000
5,1792,480.0,2.0,896.0,896,1974,1974,2,1982.0,0.0,8,1034,133000
8,2464,650.0,3.0,2418.0,2464,2007,2007,2,2007.0,554.0,9,1057,417500
7,1569,660.0,3.0,1386.0,1569,2007,2007,2,2007.0,130.0,7,470,175900
9,1680,1138.0,3.0,1555.0,1680,2009,2009,1,2009.0,242.0,8,819,323262
7,1337,531.0,2.0,1337.0,1337,2003,2003,2,2003.0,0.0,6,2160,185000
6,816,240.0,1.0,816.0,816,1934,1950,1,1949.0,0.0,4,2552,129800
7,1541,532.0,2.0,1541.0,1541,2005,2005,2,2005.0,226.0,7,41,220000
4,1573,240.0,1.0,884.0,989,1935,1995,1,1935.0,0.0,6,742,133000
4,1461,384.0,1.0,832.0,832,1949,1996,2,1949.0,0.0,6,686,133500
6,2048,776.0,2.0,1958.0,2048,1976,1976,3,1976.0,0.0,9,314,170000
6,1642,392.0,2.0,903.0,910,1993,1994,2,1993.0,0.0,7,1630,168000
6,1470,624.0,2.0,738.0,868,1922,1994,1,1970.0,0.0,6,191,140750
6,2299,482.0,2.0,938.0,957,1999,2003,3,1999.0,0.0,7,1626,204000
7,2035,434.0,2.0,884.0,884,2001,2001,2,2001.0,180.0,8,59,222500
5,999,300.0,1.0,925.0,999,1962,1962,1,1962.0,0.0,6,2632,134500
8,1378,540.0,2.0,1378.0,1378,2004,2004,2,2004.0,0.0,6,1835,214000
5,1118,410.0,2.0,793.0,793,1939,1950,1,1939.0,0.0,5,2675,119900
4,1440,0.0,0.0,1440.0,1440,1955,1955,2,1955.0,270.0,8,1503,118000
5,1134,254.0,1.0,1010.0,1134,1960,2002,1,1960.0,45.0,6,1963,135000
6,1848,370.0,2.0,833.0,1053,1923,2000,1,1922.0,0.0,8,1352,207000
6,1694,576.0,2.0,1181.0,1390,1925,1950,2,1925.0,0.0,7,1519,136500
4,901,281.0,1.0,901.0,901,1954,2000,1,1954.0,0.0,4,1305,107900
6,1409,528.0,2.0,861.0,861,1938,1950,1,1968.0,0.0,6,2014,126000
6,1656,528.0,2.0,1080.0,1656,1960,1960,1,1960.0,112.0,7,1,215000
10,2332,846.0,3.0,1682.0,1742,2007,2008,2,2008.0,272.0,9,1052,426000
5,1113,264.0,1.0,1113.0,1113,1950,2007,1,1950.0,0.0,5,622,147000
6,1232,440.0,2.0,816.0,1232,1916,2000,1,1916.0,0.0,6,913,147500
9,1950,706.0,3.0,1950.0,1950,2007,2007,2,2007.0,480.0,7,1058,383000
7,1872,604.0,2.0,1845.0,1872,1988,1988,2,1988.0,102.0,6,2348,241500
6,1264,400.0,2.0,676.0,676,1914,1995,1,1994.0,0.0,6,1527,147500
8,2500,683.0,3.0,1168.0,1168,2005,2005,3,2005.0,130.0,9,1011,355000
5,784,0.0,0.0,784.0,784,1924,1950,1,1924.0,0.0,5,1332,109500
2,612,308.0,1.0,0.0,612,1940,1950,1,1965.0,0.0,4,709,45000
7,2403,349.0,1.0,1032.0,1207,1940,1950,2,1940.0,0.0,10,209,244400
6,1644,418.0,2.0,1416.0,1644,1953,1953,1,1953.0,238.0,7,619,167000
7,1729,542.0,2.0,860.0,860,2002,2002,2,2002.0,214.0,7,2150,200000
5,879,180.0,1.0,830.0,879,1936,1950,1,1936.0,0.0,4,2704,80000
5,864,572.0,2.0,864.0,864,1955,1990,1,1957.0,0.0,5,2839,115000
6,1196,297.0,1.0,1196.0,1196,1956,1956,1,1956.0,74.0,6,1242,139000
6,1400,440.0,2.0,672.0,672,1978,1978,1,1978.0,203.0,6,2714,149500
4,1510,296.0,1.0,755.0,755,1940,1950,1,1940.0,0.0,7,799,108000
4,1294,0.0,0.0,0.0,694,1900,2000,2,1900.0,0.0,7,1260,106250
7,1240,826.0,3.0,1240.0,1240,2006,2006,2,2006.0,0.0,5,2107,194000
5,988,624.0,2.0,988.0,988,1962,1962,1,1977.0,51.0,6,2486,129500
5,1560,792.0,3.0,1560.0,1560,1968,1968,2,1968.0,0.0,8,1911,126000
5,1368,195.0,1.0,1078.0,1368,1950,1950,1,1950.0,0.0,6,896,120000
7,1484,606.0,2.0,1473.0,1484,2004,2005,2,2004.0,109.0,7,272,213000
8,1226,484.0,2.0,1226.0,1226,1980,1980,1,1980.0,0.0,4,2521,190000
6,1169,402.0,2.0,1160.0,1169,1993,1994,2,1993.0,112.0,6,2324,183500
7,1651,276.0,1.0,725.0,1035,1963,1999,2,1963.0,364.0,6,1953,172000
4,816,288.0,1.0,816.0,816,1938,1958,1,1958.0,0.0,3,887,100000
7,1564,814.0,3.0,1564.0,1564,2007,2007,2,2007.0,212.0,6,1479,218836
6,1912,672.0,2.0,482.0,1221,1905,2000,2,2003.0,0.0,7,1317,163000
7,1525,534.0,2.0,1510.0,1525,2006,2006,2,2006.0,0.0,6,1750,206580
6,1456,390.0,2.0,728.0,728,2005,2006,2,2005.0,0.0,8,2815,163990
5,1330,390.0,1.0,396.0,665,1910,2004,1,2001.0,0.0,7,2692,116500
7,1720,400.0,2.0,840.0,840,2002,2003,2,2002.0,0.0,7,1090,188000
5,1280,432.0,2.0,793.0,1280,1966,1966,2,1966.0,87.0,6,1912,175000
8,1179,480.0,2.0,1166.0,1179,1988,1988,2,1988.0,0.0,5,1634,182000
5,960,576.0,2.0,850.0,960,1926,1980,1,1981.0,0.0,5,1974,103000
10,2633,804.0,3.0,2633.0,2633,2001,2002,2,2001.0,705.0,8,1764,466500
6,988,297.0,1.0,988.0,988,1959,1998,2,1959.0,0.0,6,634,149500
7,1055,319.0,1.0,1061.0,1055,1978,1978,2,1978.0,0.0,4,1683,142500
5,1422,352.0,1.0,1290.0,1422,1926,1950,1,1973.0,0.0,6,2199,136500
6,1320,484.0,2.0,630.0,630,1993,1994,2,1993.0,0.0,5,2789,137000
7,1688,528.0,2.0,1675.0,1688,1988,1988,2,1988.0,102.0,6,1018,226500
7,1341,506.0,2.0,1300.0,1341,1990,1990,1,1990.0,0.0,5,14,171500
5,954,576.0,2.0,911.0,954,1976,1976,1,1976.0,0.0,6,2782,132500
3,1040,400.0,2.0,0.0,1040,1949,1950,2,1949.0,340.0,6,2626,87500
7,1789,546.0,2.0,858.0,872,2001,2001,2,2001.0,513.0,7,1175,223000
6,1537,462.0,2.0,1319.0,1537,1962,2005,1,1962.0,237.0,7,1232,174000
5,884,270.0,1.0,884.0,884,1951,1991,1,1951.0,0.0,4,2590,142000
8,1489,776.0,2.0,1489.0,1489,2006,2006,2,2006.0,0.0,7,2463,232600
6,1309,484.0,2.0,1040.0,1309,1974,1999,1,1974.0,99.0,5,2358,181000
6,2521,576.0,2.0,942.0,1291,1973,1973,2,1973.0,0.0,10,2911,151400
8,1634,866.0,3.0,1626.0,1634,2006,2006,2,2006.0,248.0,7,1699,250000
7,1714,496.0,2.0,980.0,980,1988,1988,2,1988.0,42.0,7,115,196500
7,2454,576.0,2.0,819.0,1312,1879,1987,2,1950.0,0.0,8,1998,185000
6,1216,336.0,1.0,1216.0,1216,1969,1969,1,1969.0,200.0,5,589,113000
8,1419,567.0,2.0,1419.0,1419,2007,2007,2,2007.0,0.0,7,1641,392000
6,980,0.0,0.0,945.0,980,1975,1975,2,1975.0,250.0,4,2821,127500
6,1573,440.0,2.0,756.0,769,2000,2000,2,2000.0,216.0,4,1846,177000
6,2443,744.0,3.0,1158.0,1158,2004,2004,2,2004.0,353.0,9,1805,265000
8,2362,1105.0,2.0,1220.0,1220,1998,1998,2,1998.0,0.0,8,1853,312500
10,2775,880.0,2.0,1237.0,1521,1893,2000,3,1988.0,0.0,9,1321,325000
8,2014,864.0,3.0,2014.0,2014,1980,1980,2,1980.0,115.0,6,564,275000
7,2520,721.0,3.0,1203.0,1214,1995,1995,2,1995.0,290.0,9,1771,290000
6,1494,461.0,2.0,1208.0,1494,1974,2002,2,1974.0,250.0,7,90,169000
5,616,205.0,1.0,616.0,616,1921,1950,1,1921.0,0.0,4,2684,89000
6,1465,393.0,2.0,789.0,789,1998,1998,2,1998.0,0.0,7,13,180400
8,1629,880.0,3.0,3206.0,1629,2003,2004,2,2003.0,296.0,7,445,284000
5,912,275.0,1.0,912.0,912,1958,1958,1,1958.0,1.0,5,1914,114500
7,1552,782.0,3.0,1552.0,1552,2005,2006,2,2005.0,196.0,7,2811,212900
7,1430,605.0,2.0,1413.0,1430,2001,2002,2,2001.0,0.0,6,850,187100
6,1458,440.0,2.0,729.0,729,1999,1999,2,1999.0,1129.0,5,1844,176000
6,1488,552.0,2.0,1488.0,1488,1968,1968,2,1968.0,0.0,7,2225,215000
7,1582,520.0,2.0,770.0,770,2004,2004,2,2004.0,0.0,6,1477,185900
4,864,660.0,2.0,864.0,864,1970,1970,1,1989.0,0.0,5,399,120500
5,1838,372.0,2.0,732.0,734,2005,2005,2,2005.0,0.0,7,2431,192140
5,816,264.0,1.0,816.0,816,1982,2008,1,1982.0,0.0,5,1605,130500
4,1529,240.0,1.0,0.0,1088,1945,1950,2,1945.0,0.0,9,897,98000
9,2276,1348.0,3.0,2271.0,2276,2008,2008,2,2008.0,554.0,7,1426,475000
5,1077,338.0,1.0,961.0,1077,1920,1950,1,1920.0,0.0,6,2240,67000
8,2161,789.0,3.0,1582.0,1610,2007,2007,1,2007.0,300.0,8,1706,325624
7,1409,576.0,2.0,1409.0,1409,2002,2002,1,2002.0,0.0,4,2252,245000
5,1114,576.0,2.0,1114.0,1114,2004,2004,1,2004.0,0.0,6,1136,159000
5,1073,515.0,2.0,1073.0,1073,1965,1965,1,1965.0,168.0,6,1877,156000
10,2402,672.0,3.0,3094.0,2402,2008,2008,2,2008.0,200.0,10,424,555000
6,1232,516.0,2.0,1232.0,1232,1984,1984,2,1984.0,0.0,6,1182,162500
6,1440,920.0,4.0,1344.0,1440,1993,1993,2,1993.0,0.0,8,2750,224500
6,1488,738.0,2.0,1488.0,1488,1950,1950,2,1950.0,44.0,6,1016,133000
7,1509,393.0,2.0,783.0,807,2003,2003,2,2003.0,0.0,8,2436,180000
5,845,264.0,1.0,845.0,845,1982,2005,1,1982.0,0.0,6,1607,134500
10,2945,641.0,3.0,1410.0,1426,2006,2006,3,2006.0,1031.0,10,2337,438780
6,1431,296.0,1.0,1099.0,1431,1962,1962,1,1962.0,305.0,6,1233,165000
5,892,288.0,1.0,892.0,892,1967,1967,1,1967.0,60.0,5,419,100000
7,1329,441.0,2.0,1329.0,1329,1960,1960,1,1960.0,128.0,5,633,176000
5,1779,454.0,2.0,1763.0,1779,1955,1974,1,1955.0,0.0,6,2722,170000
7,1555,660.0,3.0,1373.0,1555,2007,2007,2,2007.0,130.0,7,469,174000
6,1236,384.0,1.0,768.0,788,1925,1950,2,1985.0,0.0,6,1365,127000
7,1651,450.0,2.0,831.0,873,1999,1999,2,1999.0,0.0,7,1098,185900
5,886,273.0,1.0,190.0,886,1938,1996,1,1938.0,0.0,4,711,91300
6,1700,544.0,2.0,1682.0,1700,2003,2003,2,2003.0,120.0,7,2808,200000
6,1846,315.0,1.0,1040.0,1168,1949,1950,2,1949.0,320.0,7,1959,143000
5,1920,451.0,2.0,1052.0,1252,1958,1958,2,1958.0,0.0,8,2720,172500
4,1088,520.0,2.0,1088.0,1088,1963,1963,1,2002.0,20.0,4,2170,110000
4,1362,768.0,3.0,1040.0,1362,1957,1957,1,1982.0,160.0,6,603,140000
6,1314,440.0,2.0,1314.0,1314,2006,2006,2,2006.0,0.0,6,2113,176432
6,1294,496.0,2.0,1278.0,1294,1991,1991,2,1991.0,88.0,6,1146,179200
7,1274,508.0,2.0,1274.0,1274,2005,2007,2,2005.0,80.0,6,2105,203000
7,1689,954.0,3.0,1689.0,1689,2007,2007,2,2007.0,0.0,7,1786,248328
9,1641,885.0,3.0,1641.0,1641,2008,2008,2,2008.0,406.0,7,961,316500
7,1079,249.0,1.0,570.0,617,1948,1950,1,1948.0,0.0,5,1405,125600
5,984,308.0,1.0,984.0,984,1959,1959,1,1959.0,164.0,5,1324,110000
4,960,308.0,1.0,960.0,960,1920,1950,1,1997.0,0.0,5,1986,108500
5,1044,504.0,2.0,540.0,1044,1952,1952,1,1952.0,0.0,4,307,55993
5,1633,240.0,1.0,1027.0,1027,1948,2009,1,1948.0,0.0,7,180,129000
6,1137,551.0,2.0,1112.0,1137,1987,1987,2,1987.0,72.0,5,2896,176000
6,1380,364.0,1.0,1380.0,1380,1963,1963,1,1963.0,295.0,6,668,154000
6,1256,578.0,2.0,1256.0,1256,1986,1986,2,1986.0,228.0,6,1582,180000
5,1142,528.0,2.0,1142.0,1142,1976,1976,1,1976.0,0.0,6,2285,134000
6,2158,576.0,2.0,1202.0,2158,1950,2001,2,1950.0,0.0,7,2079,243000
8,1629,808.0,3.0,1616.0,1629,2002,2003,2,2002.0,236.0,9,2272,270000
6,1080,484.0,2.0,1084.0,1080,1983,1983,1,1983.0,0.0,5,2250,134000
7,2646,656.0,3.0,1347.0,1372,1993,1993,2,1993.0,256.0,9,502,260000
7,1491,484.0,2.0,738.0,738,2006,2006,2,2006.0,0.0,7,2166,168675
6,1694,398.0,2.0,392.0,924,1994,1994,2,1994.0,32.0,7,1622,160000
5,1080,0.0,0.0,684.0,684,1890,1996,1,1890.0,0.0,5,1299,95000
6,1422,440.0,2.0,704.0,704,2005,2006,2,2005.0,0.0,7,832,173000
7,1301,572.0,2.0,1293.0,1301,2006,2006,2,2006.0,0.0,5,2470,187750
7,2093,542.0,2.0,791.0,1236,1986,1991,2,1986.0,123.0,7,1017,215000
5,1073,270.0,1.0,1073.0,1073,1967,1967,1,1967.0,340.0,6,1384,120000
7,1506,672.0,2.0,1494.0,1506,2005,2006,2,2005.0,143.0,7,1790,249000
7,1334,477.0,2.0,1334.0,1334,1967,1967,2,1967.0,264.0,7,2530,164500
7,1295,312.0,1.0,0.0,1295,1986,1986,2,1986.0,0.0,5,2893,230000
7,1344,456.0,2.0,672.0,672,1929,1990,1,1979.0,0.0,6,2027,140000
5,732,240.0,1.0,732.0,732,1952,1952,1,1952.0,0.0,4,683,118900
8,1468,904.0,3.0,1468.0,1468,2008,2008,2,2008.0,0.0,6,823,239900
6,1069,440.0,2.0,1069.0,1069,1975,1975,2,1975.0,0.0,4,2374,146300
5,1040,499.0,2.0,1040.0,1040,1975,1975,1,1975.0,0.0,6,1594,124000
5,999,308.0,1.0,925.0,999,1963,1963,1,1963.0,0.0,6,2049,130000
7,1349,539.0,2.0,1349.0,1349,2000,2001,2,2000.0,108.0,6,1813,179000
7,1442,500.0,2.0,1424.0,1442,1990,1990,2,1990.0,0.0,5,365,180500
4,747,220.0,1.0,747.0,747,1945,1950,1,1945.0,0.0,4,176,80000
8,1578,840.0,3.0,1573.0,1578,2008,2009,2,2008.0,194.0,7,510,287090
5,882,308.0,1.0,0.0,882,1956,1956,1,1956.0,0.0,4,1326,97000
7,1511,398.0,2.0,1368.0,1511,2002,2002,2,2002.0,40.0,5,2423,246990
6,1128,480.0,2.0,1302.0,1128,1964,1964,1,1964.0,138.0,6,1631,154204
7,1312,495.0,2.0,1312.0,1312,1958,2001,1,1958.0,125.0,6,1263,186000
5,1302,264.0,1.0,630.0,630,1972,1972,2,1972.0,356.0,6,1046,111750
9,2696,958.0,3.0,2846.0,2696,2003,2004,2,2003.0,1095.0,10,47,500000
7,1356,484.0,2.0,628.0,628,2007,2007,2,2007.0,0.0,6,1424,177439
9,2184,836.0,3.0,1104.0,1130,2008,2008,2,2008.0,154.0,10,429,335000
7,1964,483.0,2.0,803.0,1098,1976,1976,2,1976.0,660.0,8,1031,205000
8,1321,484.0,2.0,1312.0,1321,1990,1990,1,1990.0,0.0,4,1635,212000
8,1646,525.0,2.0,1594.0,1646,2004,2005,2,2004.0,186.0,5,309,246000
7,1260,598.0,2.0,1260.0,1260,1983,1983,2,1983.0,174.0,6,1020,181900
5,1316,484.0,2.0,926.0,926,1929,2001,1,1974.0,0.0,6,178,130000
5,1432,360.0,2.0,264.0,768,1910,2002,2,1910.0,0.0,7,1975,132000
7,1958,499.0,2.0,779.0,1029,1994,2001,2,1994.0,0.0,7,2096,220000
8,1788,522.0,2.0,1753.0,1788,2001,2001,2,2001.0,0.0,7,865,236500
8,1935,552.0,2.0,832.0,832,2009,2009,2,2009.0,110.0,8,385,263435
6,1969,400.0,2.0,1272.0,1272,1938,1958,2,1938.0,0.0,9,1362,141000
7,1986,434.0,2.0,847.0,847,2003,2003,2,2003.0,196.0,9,1091,213000
7,1214,520.0,2.0,1214.0,1214,2009,2010,2,2010.0,0.0,6,317,179781
8,1342,550.0,2.0,1342.0,1342,2006,2007,2,2007.0,176.0,6,1076,234250
8,2898,665.0,2.0,1565.0,2898,1976,1976,2,1976.0,0.0,10,1573,287000
6,986,180.0,1.0,960.0,986,1926,1950,1,1926.0,0.0,5,2021,102000
7,1108,280.0,1.0,637.0,1108,1930,1950,1,1930.0,0.0,6,2032,139400
3,1214,936.0,3.0,672.0,694,1915,1950,1,1998.0,0.0,6,2604,105000
8,2217,621.0,2.0,2217.0,2217,1970,1970,2,1970.0,0.0,8,1615,268000
6,2201,432.0,2.0,697.0,1575,1966,1966,2,1966.0,0.0,8,2736,274970
7,1220,397.0,2.0,1220.0,1220,2005,2006,2,2005.0,16.0,5,473,180000
7,1378,360.0,2.0,689.0,689,1928,2005,2,1928.0,0.0,7,1316,161000
4,930,308.0,1.0,0.0,930,1946,2006,1,1946.0,0.0,6,244,84900
5,988,264.0,1.0,988.0,988,1958,1958,1,1958.0,0.0,5,152,119000
8,1964,892.0,3.0,1964.0,1964,2005,2006,2,2005.0,674.0,7,1588,370000
